State FIPS Code,Rank
53033021906,5
53033022001,6
53033022003,6
53033022005,7
53033022006,6
53033022101,2
53033022102,5
53033022201,4
53033022202,7
53033022203,7
53033022300,5
53033022400,6
53033022500,2
53033022603,7
53033022604,4
53033022605,7
53033022606,7
53033022701,6
53033022702,4
53033022703,4
53033022801,7
53033022802,8
53033022803,7
53033022901,6
53033022902,3
53033023000,2
53033023100,5
53033023201,5
53033023202,7
53033023300,6
53033023401,8
53033023403,4
53033023404,2
53033023500,4
53033023601,9
53033023603,7
53033023604,7
53033023700,3
53033023801,7
53033023803,5
53033023804,6
53033023900,6
53033024000,6
53033024100,3
53033024200,2
53033024300,5
53033024400,3
53033024500,5
53033024601,3
53033024602,6
53033024701,8
53033024702,9
53033024800,8
53033024901,5
53033024902,7
53033024903,6
53033025001,7
53033025003,3
53033025005,7
53033025006,4
53033025101,7
53033025102,4
53033025200,9
53033025301,9
53033025302,10
53033025400,10
53033025500,9
53033025601,8
53033025602,7
53033025701,9
53033025702,8
53033025803,9
53033025804,10
53033025805,10
53033025806,10
53033026001,9
53033026002,10
53033026100,10
53033026200,10
53033026300,10
53033026400,10
53033026500,9
53033026600,7
53033026700,9
53033026801,10
53033026802,10
53033027000,10
53033027100,10
53033027200,10
53033027300,10
53033027400,10
53033027500,9
53033027600,8
53033027701,3
53033027702,2
53033027800,2
53033027900,8
53033028000,10
53033028100,9
53033028200,10
53033028300,10
53033028402,10
53033028403,9
53033028500,9
53033028600,6
53033028700,7
53033028801,9
53033028802,10
53033028901,9
53033028902,10
53033029001,7
53033029003,10
53033029004,10
53033029101,10
53033029102,10
53033029203,10
53033029204,10
53033029205,9
53033029206,10
53033029303,9
53033029304,10
53033029305,8
53033029306,9
53033029307,8
53033029403,10
53033029405,9
53033029406,8
53033029407,10
53033029408,10
53033029502,8
53033029503,10
53033029504,10
53033029601,9
53033029602,7
53033029700,10
53033029801,10
53033029802,9
53033029901,9
53033029902,9
53033030003,10
53033030004,10
53033030005,10
53033030006,10
53033030100,9
53033030201,9
53033030202,10
53033030304,8
53033030305,6
53033030306,7
53033030308,10
53033030309,8
53033030310,8
53033030311,7
53033030312,10
53033030313,10
53033030314,9
53033030401,10
53033030403,8
53033030404,8
53033030501,9
53033030503,10
53033030504,8
53033030600,9
53033030700,10
53033030801,10
53033030802,9
53033030901,10
53033030902,9
53033031000,2
53033031100,9
53033031202,5
53033031204,7
53033031205,8
53033031206,6
53033031301,6
53033031302,3
53033031400,7
53033031501,4
53033031502,1
53033031601,5
53033031603,2
53033031604,5
53033031605,2
53033031703,6
53033031704,8
53033031705,6
53033031706,8
53033031800,5
53033031903,4
53033031904,4
53033031906,6
53033031907,8
53033031908,8
53033031909,5
53033032002,4
53033032003,3
53033032005,6
53033032006,5
53033032007,7
53033032008,3
53033032010,4
53033032011,3
53033032102,2
53033032103,6
53033032104,8
53033032203,3
53033032207,1
53033032208,4
53033032210,5
53033032211,2
53033032212,4
53033032213,2
53033032214,3
53033032215,4
53033032307,4
53033032309,6
53033032311,1
53033032313,6
53033032315,1
53033032316,4
53033032317,2
53033032318,2
53033032319,3
53033032320,4
53033032321,5
53033032322,1
53033032323,4
53033032324,7
53033032325,7
53033032326,5
53033032327,3
53033032328,4
53033032329,4
53033032401,1
53033032402,2
53033032500,1
53033032601,1
53033032602,4
53033032702,2
53033032703,4
53033032704,3
53033032800,4
53033990100,1
53035080101,4
53035080102,7
53035080200,7
53035080300,5
53035080400,2
53035080500,7
53035080600,7
53035080700,6
53035080800,7
53035080900,7
53035081000,7
53035081100,6
53035081200,6
53035081400,3
53035090101,2
53035090102,1
53035090201,1
53035090202,2
53035090300,3
53035090400,5
53035090501,3
53035090502,2
53035090700,1
53035090800,1
53035090900,1
53035091000,1
53035091100,1
53035091201,2
53035091203,3
53035091204,2
53035091301,1
53035091302,3
53035091400,3
53035091500,4
53035091600,3
53035091700,4
53035091800,2
53035091900,5
53035092000,5
53035092100,3
53035092200,7
53035092300,5
53035092400,3
53035092500,7
53035092600,1
53035092701,1
53035092704,1
53035092801,3
53035092802,3
53035092803,3
53035092901,2
53035092902,3
53035940000,1
53035940100,3
53035990100,1
53037975100,2
53037975200,5
53037975300,2
53037975401,6
53037975402,7
53037975500,8
53037975600,6
53037975700,5
53039950100,3
53039950200,4
53039950300,2
53041970100,2
53041970200,4
53041970300,8
53041970400,9
53041970500,8
53041970600,9
53041970700,9
53041970800,8
53041970900,8
53041971000,5
53041971100,5
53041971200,2
53041971300,3
53041971400,3
53041971500,3
53041971600,3
53041971700,2
53041971800,1
53041971900,2
53041972000,2
53043960100,1
53043960200,3
53043960300,2
53043960400,3
53045940000,1
53045960100,1
53045960200,2
53045960300,2
53045960400,3
53045960500,1
53045960600,3
53045960700,4
53045960800,4
53045960900,3
53045961000,2
53045961100,1
53045961200,1
53045961300,2
53047940100,2
53047940200,6
53047970300,2
53047970400,3
53047970500,4
53047970600,4
53047970700,6
53047970800,5
53047970900,2
53047971000,3
53049950200,2
53049950300,2
53049950400,1
53049950500,2
53049950600,3
53049950700,1
53049950800,2
53049990100,1
53051970100,1
53051970200,4
53051970300,3
53051970400,4
53051970500,2
53053060200,10
53053060300,6
53053060400,4
53053060500,2
53053060600,5
53053060700,6
53053060800,2
53053060903,4
53053060904,7
53053060905,7
53053060906,5
53053061001,6
53053061002,8
53053061100,8
53053061200,9
53053061300,10
53053061400,10
53053061500,10
53053061601,10
53053061602,10
53053061700,10
53053061800,10
53053061900,10
53053062000,10
53053062300,10
53053062400,8
53053062500,10
53053062600,10
53053062801,10
53053062802,10
53053062900,10
53053063000,9
53053063100,10
53053063200,10
53053063300,10
53053063400,9
53053063501,10
53053063502,9
53053070100,3
53053070203,2
53053070204,4
53053070205,3
53053070206,4
53053070207,2
53053070307,4
53053070308,5
53053070309,4
53053070310,5
53053070311,2
53053070312,4
53053070313,6
53053070314,1
53053070315,3
53053070316,5
53053070401,8
53053070403,3
53053070404,4
53053070703,7
53053071100,7
53053071205,6
53053071206,8
53053071207,8
53053071208,8
53053071209,6
53053071210,6
53053071304,7
53053071305,9
53053071306,6
53053071307,7
53053071309,7
53053071310,6
53053071403,8
53053071406,7
53053071407,6
53053071408,6
53053071409,8
53053071410,7
53053071411,7
53053071503,9
53053071504,10
53053071505,8
53053071506,7
53053071601,10
53053071602,9
53053071703,9
53053071704,9
53053071705,9
53053071706,10
53053071707,10
53053071803,9
53053071805,10
53053071806,10
53053071807,10
53053071808,10
53053071901,10
53053071902,9
53053072000,9
53053072105,6
53053072106,9
53053072107,5
53053072108,8
53053072109,1
53053072111,5
53053072112,6
53053072305,6
53053072307,6
53053072308,5
53053072309,5
53053072310,8
53053072311,7
53053072312,7
53053072313,5
53053072405,1
53053072406,4
53053072407,6
53053072408,5
53053072409,2
53053072410,2
53053072503,3
53053072504,5
53053072505,1
53053072506,2
53053072507,2
53053072601,2
53053072602,1
53053072603,4
53053072800,3
53053072901,9
53053072903,8
53053072905,8
53053072906,3
53053072907,6
53053073001,3
53053073005,3
53053073006,2
53053073108,7
53053073110,5
53053073111,7
53053073113,7
53053073114,6
53053073115,5
53053073116,3
53053073117,3
53053073118,3
53053073119,2
53053073120,7
53053073121,7
53053073122,6
53053073123,6
53053073124,6
53053073125,7
53053073126,7
53053073200,2
53053073301,9
53053073302,8
53053073404,7
53053073405,10
53053073406,9
53053073407,8
53053073408,8
53053073500,6
53053940001,5
53053940002,9
53053940003,9
53053940004,8
53053940005,8
53053940006,10
53053940007,10
53053940008,6
53053940009,8
53053940010,7
53053940011,5
53055960100,1
53055960300,1
53055960400,1
53055960500,1
53055990100,1
53057940200,1
53057940300,2
53057940400,1
53057940500,5
53057940600,8
53057940700,4
53057940800,3
53057950100,1
53057950800,2
53057950900,3
53057951000,2
53057951100,2
53057951200,1
53057951300,2
53057951400,2
53057951500,3
53057951600,4
53057951700,4
53057951800,8
53057951900,1
53057952100,6
53057952200,9
53057952301,4
53057952302,5
53057952401,6
53057952402,6
53057952500,5
53057952600,5
53057952700,1
53057990100,1
53059950100,1
53059950200,4
53059950300,3
53059950400,3
53059950500,1
53061040100,8
53061040200,10
53061040300,8
53061040400,8
53061040500,8
53061040700,9
53061040800,10
53061040900,6
53061041000,8
53061041100,9
53061041201,8
53061041202,9
53061041301,2
53061041303,7
53061041304,6
53061041400,8
53061041500,8
53061041601,7
53061041605,8
53061041606,7
53061041607,2
53061041608,4
53061041701,7
53061041703,8
53061041704,6
53061041805,8
53061041806,10
53061041808,8
53061041809,8
53061041810,8
53061041811,6
53061041812,7
53061041901,9
53061041903,8
53061041904,10
53061041905,7
53061042001,3
53061042003,3
53061042004,8
53061042005,5
53061042006,6
53061050101,2
53061050102,5
53061050200,3
53061050300,1
53061050401,3
53061050402,6
53061050500,1
53061050600,1
53061050700,3
53061050800,4
53061050900,6
53061051000,5
53061051100,7
53061051200,6
53061051300,4
53061051400,8
53061051500,6
53061051601,5
53061051602,7
53061051701,9
53061051702,8
53061051802,6
53061051803,9
53061051804,6
53061051905,5
53061051912,5
53061051913,6
53061051914,5
53061051915,6
53061051916,2
53061051917,1
53061051918,6
53061051921,7
53061051922,3
53061051923,3
53061051924,6
53061051925,8
53061051926,7
53061051927,3
53061051928,6
53061052003,3
53061052004,5
53061052005,4
53061052006,5
53061052007,2
53061052104,7
53061052105,1
53061052107,7
53061052108,2
53061052112,2
53061052113,1
53061052114,1
53061052115,3
53061052118,2
53061052203,3
53061052204,3
53061052206,1
53061052207,2
53061052208,6
53061052209,4
53061052301,3
53061052302,3
53061052401,3
53061052402,2
53061052502,3
53061052503,2
53061052504,4
53061052603,4
53061052604,5
53061052605,3
53061052606,2
53061052607,1
53061052701,2
53061052705,4
53061052706,7
53061052707,5
53061052708,2
53061052709,3
53061052803,5
53061052804,5
53061052805,7
53061052806,4
53061052903,8
53061052904,8
53061052905,8
53061052906,8
53061053101,4
53061053102,4
53061053201,1
53061053202,1
53061053301,1
53061053302,3
53061053400,3
53061053504,4
53061053505,2
53061053506,1
53061053507,1
53061053508,6
53061053509,6
53061053602,1
53061053603,2
53061053604,1
53061053700,5
53061053801,4
53061053802,2
53061053803,2
53061940001,7
53061940002,5
53061990002,1
53061990100,1
53063000200,10
53063000300,9
53063000400,9
53063000500,6
53063000600,8
53063000700,7
53063000800,4
53063000900,6
53063001000,3
53063001100,3
53063001200,7
53063001300,8
53063001400,10
53063001500,10
53063001600,10
53063001800,10
53063001900,7
53063002000,10
53063002100,9
53063002300,9
53063002400,10
53063002500,10
53063002600,10
53063002900,9
53063003000,10
53063003100,10
53063003200,10
53063003500,10
53063003600,9
53063003800,9
53063003900,8
53063004000,10
53063004100,4
53063004200,3
53063004300,5
53063004400,7
53063004500,6
53063004601,9
53063004602,8
53063004700,6
53063004800,3
53063004900,6
53063005000,5
53063010100,6
53063010201,1
53063010202,4
53063010301,3
53063010303,3
53063010304,4
53063010305,4
53063010401,6
53063010402,5
53063010501,4
53063010503,2
53063010504,3
53063010601,2
53063010602,6
53063010700,5
53063010800,9
53063010900,6
53063011000,7
53063011101,9
53063011102,8
53063011201,10
53063011202,4
53063011300,8
53063011400,10
53063011500,10
53063011600,8
53063011701,9
53063011702,10
53063011800,9
53063011900,10
53063012000,9
53063012100,9
53063012200,10
53063012300,10
53063012401,5
53063012402,4
53063012500,9
53063012600,8
53063012701,9
53063012702,5
53063012801,8
53063012802,5
53063012901,10
53063012902,6
53063013000,9
53063013100,9
53063013201,9
53063013202,4
53063013300,7
53063013401,6
53063013500,3
53063013600,5
53063013700,7
53063013800,2
53063013900,3
53063014001,4
53063014002,4
53063014100,6
53063014200,5
53063014300,6
53063014400,10
53063014500,10
53065941000,4
53065950100,2
53065950200,5
53065950300,5
53065950500,5
53065950600,2
53065950700,3
53065950800,1
53065950900,1
53065951100,2
53065951300,3
53065951400,3
53067010100,5
53067010200,5
53067010300,5
53067010400,4
53067010510,7
53067010520,8
53067010600,6
53067010700,4
53067010800,7
53067010910,6
53067010920,8
53067011000,5
53067011100,5
53067011200,6
53067011300,6
53067011410,7
53067011420,5
53067011500,8
53067011610,5
53067011621,6
53067011622,3
53067011623,2
53067011624,4
53067011710,2
53067011720,4
53067011810,1
53067011821,4
53067011822,3
53067011900,3
53067012000,3
53067012100,1
53067012211,4
53067012212,7
53067012221,2
53067012222,4
53067012310,5
53067012320,4
53067012330,6
53067012411,4
53067012412,3
53067012420,1
53067012510,2
53067012520,4
53067012530,2
53067012610,5
53067012620,5
53067012710,2
53067012720,7
53067012730,3
53067990100,1
53069950100,5
53071920000,9
53071920100,2
53071920200,5
53071920300,4
53071920400,4
53071920500,8
53071920600,8
53071920701,5
53071920702,4
53071920801,2
53071920802,8
53071920900,2
53073000100,6
53073000200,5
53073000300,8
53073000400,3
53073000501,7
53073000502,4
53073000600,4
53073000700,8
53073000803,2
53073000804,1
53073000805,1
53073000806,2
53073000901,5
53073000902,2
53073001000,7
53073001100,3
53073001201,6
53073001202,5
53073010100,4
53073010200,3
53073010301,1
53073010302,1
53073010303,2
53073010401,3
53073010403,1
53073010404,5
53073010501,3
53073010502,5
53073010600,3
53073010701,2
53073010702,2
53073010900,1
53073011000,1
53073940000,5
53075000100,7
53075000200,5
53075000300,2
53075000400,5
53075000500,5
53075000600,5
53075000700,2
53075000800,4
53075000900,5
53075001000,3
53077000100,10
53077000200,10
53077000300,9
53077000400,7
53077000500,9
53077000600,10
53077000700,10
53077000800,6
53077000901,6
53077000902,7
53077001000,8
53077001100,6
53077001201,10
53077001202,10
53077001300,10
53077001400,9
53077001501,10
53077001502,9
53077001601,8
53077001602,6
53077001701,8
53077001702,8
53077001800,7
53077001901,7
53077001902,8
53077002001,7
53077002002,7
53077002101,6
53077002102,9
53077002200,8
53077002701,5
53077002801,6
53077002802,7
53077002900,6
53077003001,5
53077003002,6
53077003100,4
53077003200,8
53077003400,4
53077940001,9
53077940002,9
53077940003,8
53077940004,10
53077940005,9
53077940006,9
